receive_date,sku,vendor_style,brand_desc,department,sku_desc,vendor,size,units_received,retail_price
2024-02-29,30-30-000346-0-10,GX3210-431,ADIDAS SOLAR GLIDE 6,RUNNING,SOLAR GLIDE 6 BRN/GLD,ADIDAS,12,4,130.00
2024-02-29,30-30-000346-0-10,GX3210-431,ADIDAS SOLAR GLIDE 6,RUNNING,SOLAR GLIDE 6 BRN/GLD,ADIDAS,13,3,130.00
2024-02-29,30-30-000346-0-10,GX3210-431,ADIDAS SOLAR GLIDE 6,RUNNING,SOLAR GLIDE 6 BRN/GLD,ADIDAS,14,2,130.00
2024-02-29,30-30-000346-0-10,GX3210-431,ADIDAS SOLAR GLIDE 6,RUNNING,SOLAR GLIDE 6 BRN/GLD,ADIDAS,15,1,130.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,7.5,1,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,8,2,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,8.5,2,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,9,3,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,9.5,4,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,10,6,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,10.5,6,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,11,5,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,11.5,4,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,12,3,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,13,2,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,14,1,185.00
2024-02-04,30-20-000347-0-10,GX6644-793,NIKE AIR JORDAN 38,RETRO BASKETBALL,AJ38 GRY/WHT,NIKE,15,2,185.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,7.5,1,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,8,3,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,8.5,3,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,9,5,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,9.5,6,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,10,8,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,10.5,8,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,11,8,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,11.5,6,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,12,5,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,13,3,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,14,2,190.00
2024-01-04,30-20-000348-0-10,DQ8426-222,NIKE AIR JORDAN 6 RETRO,RETRO BASKETBALL,AJ6 RETRO BLK/RED,NIKE,15,2,190.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,7.5,1,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,8,1,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,8.5,2,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,9,2,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,9.5,3,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,10,4,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,10.5,4,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,11,4,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,11.5,3,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,12,2,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,13,2,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,14,1,160.00
2024-01-20,30-25-000349-0-10,FZ1101-349,NIKE AIR ZOOM G.T. CUT 3,PERFORMANCE BASKETBALL,GT CUT 3 NVY/RED,NIKE,15,2,160.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,7.5,1,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,8,2,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,8.5,3,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,9,4,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,9.5,5,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,10,7,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,10.5,7,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,11,6,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,11.5,4,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,12,4,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,13,3,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,14,2,165.00
2024-02-24,30-30-000350-0-10,GX4423-313,ASICS GEL-KAYANO 31,RUNNING,GEL-KAYANO 31 BRG/TAN,ASICS,15,1,165.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,7.5,1,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,8,2,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,8.5,3,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,9,4,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,9.5,5,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,10,7,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,10.5,7,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,11,6,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,11.5,5,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,12,4,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,13,3,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,14,2,150.00
2024-01-10,30-30-000351-0-10,GX7722-588,NIKE ZOOM FLY 5,RUNNING,ZOOM FLY 5 BRG/TAN,NIKE,15,1,150.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,7.5,1,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,8,2,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,8.5,3,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,9,4,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,9.5,5,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,10,7,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,10.5,7,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,11,7,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,11.5,5,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,12,4,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,13,3,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,14,2,190.00
2024-02-09,30-20-000352-0-10,GX4513-323,NIKE AIR JORDAN 8 RETRO,RETRO BASKETBALL,AJ8 RETRO PNK/WHT,NIKE,15,2,190.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,7.5,1,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,8,1,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,8.5,2,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,9,2,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,9.5,3,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,10,4,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,10.5,4,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,11,4,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,11.5,3,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,12,2,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,13,2,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,14,1,115.00
2024-03-30,30-40-000353-0-10,FZ5808-573,NIKE DUNK LOW,LIFESTYLE,DUNK LOW WHT/GLD,NIKE,15,2,115.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,7.5,1,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,8,2,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,8.5,3,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,9,4,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,9.5,5,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,10,7,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,10.5,7,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,11,6,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,11.5,5,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,12,4,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,13,3,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,14,2,140.00
2024-02-05,30-30-000354-0-10,HQ2233-158,ADIDAS BOSTON 12,RUNNING,BOSTON 12 NVY/RED,ADIDAS,15,1,140.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,7.5,1,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,8,3,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,8.5,4,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,9,5,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,9.5,6,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,10,8,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,10.5,8,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,11,8,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,11.5,6,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,12,5,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,13,4,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,14,2,165.00
2024-01-26,30-50-000355-0-10,HQ1002-185,NEW BALANCE FRESH FOAM 1080 WX,SEASONAL,FF 1080 WX GRY/BLK,NEW BALANCE,15,1,165.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,7.5,1,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,8,1,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,8.5,2,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,9,2,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,9.5,3,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,10,4,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,10.5,4,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,11,4,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,11.5,3,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,12,2,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,13,2,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,14,1,115.00
2024-02-22,30-40-000356-0-10,FZ5808-645,NIKE DUNK LOW,LIFESTYLE,DUNK LOW GRN/WHT,NIKE,15,1,115.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,7.5,1,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,8,3,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,8.5,4,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,9,5,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,9.5,6,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,10,8,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,10.5,8,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,11,8,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,11.5,6,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,12,5,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,13,4,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,14,2,100.00
2024-01-02,30-40-000357-0-10,GY3437-738,ADIDAS GAZELLE,LIFESTYLE,GAZELLE GRY/WHT,ADIDAS,15,1,100.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,7.5,1,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,8,2,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,8.5,3,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,9,4,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,9.5,6,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,10,7,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,10.5,7,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,11,7,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,11.5,5,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,12,4,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,13,3,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,14,2,130.00
2024-02-09,30-25-000358-0-10,FY3301-682,NEW BALANCE TWO WXY V3,PERFORMANCE BASKETBALL,TWO WXY V3 BLU/WHT,NEW BALANCE,15,3,130.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,7.5,1,120.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,8,3,120.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,8.5,3,120.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,9,4,120.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,9.5,6,120.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,10,8,120.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,10.5,8,120.00
2024-01-17,30-40-000359-0-10,GX7757-929,NIKE DUNK HIGH,LIFESTYLE,DUNK HIGH PNK/WHT,NIKE,11,7,120.00
